,Date,Open,High,Low,Close,Adj Close,Volume,symbol
0,2015-01-02,312.579987,314.75,306.959991,308.519989,308.519989,2783200,AMZN
1,2015-01-05,307.01001,308.380005,300.850006,302.190002,302.190002,2774200,AMZN
2,2015-01-06,302.23999,303.0,292.380005,295.290009,295.290009,3519000,AMZN
3,2015-01-07,297.5,301.279999,295.329987,298.420013,298.420013,2640300,AMZN
4,2015-01-08,300.320007,303.140015,296.109985,300.459991,300.459991,3088400,AMZN
5,2015-01-09,301.480011,302.869995,296.679993,296.929993,296.929993,2592400,AMZN
6,2015-01-12,297.559998,298.51001,289.279999,291.410004,291.410004,3421400,AMZN
7,2015-01-13,297.480011,301.5,293.230011,294.73999,294.73999,4136400,AMZN
8,2015-01-14,291.929993,295.910004,286.5,293.269989,293.269989,5538700,AMZN
9,2015-01-15,294.0,296.0,286.820007,286.950012,286.950012,4419200,AMZN
10,2015-01-16,286.279999,290.790009,285.25,290.73999,290.73999,3478200,AMZN
11,2015-01-20,292.589996,293.359985,286.390015,289.440002,289.440002,3075100,AMZN
12,2015-01-21,289.640015,306.0,287.26001,297.25,297.25,10065100,AMZN
13,2015-01-22,300.0,312.25,300.0,310.320007,310.320007,5362600,AMZN
14,2015-01-23,308.079987,316.929993,307.720001,312.390015,312.390015,4496400,AMZN
15,2015-01-26,311.820007,313.0,307.519989,309.660004,309.660004,3169700,AMZN
16,2015-01-27,306.299988,310.23999,302.630005,306.75,306.75,2920300,AMZN
17,2015-01-28,309.809998,311.51001,303.799988,303.910004,303.910004,3063800,AMZN
18,2015-01-29,304.730011,312.799988,299.329987,311.779999,311.779999,8656600,AMZN
19,2015-01-30,346.320007,359.5,340.73999,354.529999,354.529999,23856100,AMZN
20,2015-02-02,350.049988,365.0,350.01001,364.470001,364.470001,10231900,AMZN
21,2015-02-03,360.290009,367.820007,360.209991,363.549988,363.549988,6212600,AMZN
22,2015-02-04,358.380005,367.5,358.230011,364.75,364.75,4169900,AMZN
23,2015-02-05,366.0,378.799988,365.899994,373.890015,373.890015,7247600,AMZN
24,2015-02-06,374.869995,375.98999,371.01001,374.279999,374.279999,3892400,AMZN
25,2015-02-09,371.0,374.410004,367.200012,370.559998,370.559998,2724600,AMZN
26,2015-02-10,371.190002,374.299988,368.51001,373.0,373.0,2287200,AMZN
27,2015-02-11,371.230011,377.100006,371.100006,375.140015,375.140015,2786500,AMZN
28,2015-02-12,375.100006,378.51001,373.149994,377.170013,377.170013,2791100,AMZN
29,2015-02-13,378.410004,383.0,377.01001,381.829987,381.829987,3475100,AMZN
30,2015-02-17,377.720001,379.98999,372.670013,375.429993,375.429993,3673200,AMZN
31,2015-02-18,373.779999,376.73999,372.850006,373.369995,373.369995,2650600,AMZN
32,2015-02-19,373.48999,381.880005,373.429993,379.0,379.0,2953800,AMZN
33,2015-02-20,378.619995,383.700012,375.839996,383.660004,383.660004,3258000,AMZN
34,2015-02-23,383.440002,384.540009,378.0,380.140015,380.140015,2177000,AMZN
35,2015-02-24,378.649994,380.480011,376.160004,378.589996,378.589996,1920800,AMZN
36,2015-02-25,377.269989,387.850006,376.540009,385.369995,385.369995,3174500,AMZN
37,2015-02-26,384.070007,389.369995,383.279999,384.799988,384.799988,2687100,AMZN
38,2015-02-27,384.0,385.98999,379.790009,380.160004,380.160004,2532300,AMZN
39,2015-03-02,380.850006,385.899994,379.480011,385.660004,385.660004,2139200,AMZN
40,2015-03-03,383.950012,386.100006,381.600006,384.609985,384.609985,1946500,AMZN
41,2015-03-04,385.709991,387.899994,382.190002,382.720001,382.720001,2259100,AMZN
42,2015-03-05,385.609985,388.420013,383.890015,387.829987,387.829987,2693500,AMZN
43,2015-03-06,385.519989,387.0,378.880005,380.089996,380.089996,2627000,AMZN
44,2015-03-09,378.399994,379.329987,375.279999,378.559998,378.559998,2311400,AMZN
45,2015-03-10,377.450012,377.769989,369.179993,369.51001,369.51001,3121000,AMZN
46,2015-03-11,370.609985,373.350006,366.26001,366.369995,366.369995,2495100,AMZN
47,2015-03-12,368.820007,375.5,367.519989,374.23999,374.23999,2810000,AMZN
48,2015-03-13,371.519989,373.98999,366.679993,370.579987,370.579987,2611700,AMZN
49,2015-03-16,370.380005,373.940002,366.720001,373.350006,373.350006,2354100,AMZN
50,2015-03-17,371.109985,374.5,369.640015,371.920013,371.920013,2037000,AMZN
51,2015-03-18,369.970001,375.98999,366.700012,375.140015,375.140015,2654100,AMZN
52,2015-03-19,373.869995,377.109985,372.190002,373.23999,373.23999,1915700,AMZN
53,2015-03-20,376.290009,379.369995,375.920013,378.48999,378.48999,3763600,AMZN
54,2015-03-23,378.070007,381.769989,374.940002,375.109985,375.109985,2239300,AMZN
55,2015-03-24,373.98999,375.23999,372.269989,374.089996,374.089996,2228200,AMZN
56,2015-03-25,375.170013,380.5,370.290009,370.959991,370.959991,3429500,AMZN
57,2015-03-26,369.589996,371.399994,365.649994,367.350006,367.350006,2930000,AMZN
58,2015-03-27,367.109985,373.170013,366.570007,370.559998,370.559998,2609800,AMZN
59,2015-03-30,371.869995,376.119995,371.549988,374.589996,374.589996,1820900,AMZN
60,2015-03-31,373.23999,377.700012,371.51001,372.100006,372.100006,2506100,AMZN
61,2015-04-01,372.100006,373.160004,368.339996,370.26001,370.26001,2458100,AMZN
62,2015-04-02,370.5,373.279999,369.0,372.25,372.25,1875300,AMZN
63,2015-04-06,370.100006,380.200012,369.359985,377.040009,377.040009,3050700,AMZN
64,2015-04-07,376.149994,379.309998,374.029999,374.410004,374.410004,1954900,AMZN
65,2015-04-08,374.660004,381.579987,374.649994,381.200012,381.200012,2636400,AMZN
66,2015-04-09,380.660004,384.420013,378.799988,383.540009,383.540009,2392300,AMZN
67,2015-04-10,384.309998,387.119995,381.320007,382.649994,382.649994,2573500,AMZN
68,2015-04-13,383.529999,385.279999,380.140015,382.359985,382.359985,1894500,AMZN
69,2015-04-14,383.51001,387.809998,381.209991,385.109985,385.109985,2583600,AMZN
70,2015-04-15,384.649994,385.779999,381.640015,383.450012,383.450012,1933200,AMZN
71,2015-04-16,383.690002,387.450012,383.549988,386.040009,386.040009,2080400,AMZN
72,2015-04-17,382.630005,383.559998,374.399994,375.559998,375.559998,3839700,AMZN
73,2015-04-20,378.549988,391.940002,377.0,389.51001,389.51001,5016100,AMZN
74,2015-04-21,391.309998,394.600006,386.799988,391.179993,391.179993,4643500,AMZN
75,2015-04-22,391.910004,394.279999,388.0,389.799988,389.799988,3474700,AMZN
76,2015-04-23,390.209991,391.880005,386.149994,389.98999,389.98999,7980000,AMZN
77,2015-04-24,439.0,452.649994,439.0,445.100006,445.100006,17176900,AMZN
78,2015-04-27,443.859985,446.98999,437.410004,438.559998,438.559998,5430900,AMZN
79,2015-04-28,438.51001,439.0,428.040009,429.309998,429.309998,4140500,AMZN
80,2015-04-29,426.75,434.23999,426.029999,429.369995,429.369995,3621700,AMZN
81,2015-04-30,427.109985,431.75,419.23999,421.779999,421.779999,3647900,AMZN
82,2015-05-01,423.820007,425.640015,416.0,422.869995,422.869995,3565800,AMZN
83,2015-05-04,424.799988,429.769989,422.420013,423.040009,423.040009,2270400,AMZN
84,2015-05-05,422.850006,427.51001,421.019989,421.190002,421.190002,2856400,AMZN
85,2015-05-06,421.429993,422.720001,414.549988,419.100006,419.100006,2552500,AMZN
86,2015-05-07,424.149994,428.5,422.850006,426.880005,426.880005,2766100,AMZN
87,2015-05-08,430.75,435.200012,430.170013,433.690002,433.690002,2908800,AMZN
88,2015-05-11,432.51001,439.0,431.369995,432.850006,432.850006,2393700,AMZN
89,2015-05-12,431.079987,433.25,426.709991,431.019989,431.019989,1947800,AMZN
90,2015-05-13,429.980011,433.529999,425.799988,426.869995,426.869995,1996300,AMZN
91,2015-05-14,429.450012,433.0,427.01001,432.279999,432.279999,1888500,AMZN
92,2015-05-15,428.0,430.399994,424.299988,426.0,426.0,4240300,AMZN
93,2015-05-18,426.0,427.269989,421.459991,425.23999,425.23999,2390200,AMZN
94,2015-05-19,424.869995,428.23999,420.630005,421.709991,421.709991,2464200,AMZN
95,2015-05-20,420.600006,427.100006,418.359985,423.859985,423.859985,2196200,AMZN
96,2015-05-21,428.0,436.899994,428.0,431.630005,431.630005,4121400,AMZN
97,2015-05-22,431.549988,432.440002,427.609985,427.630005,427.630005,2020600,AMZN
98,2015-05-26,426.200012,427.0,422.0,425.470001,425.470001,2244200,AMZN
99,2015-05-27,427.450012,431.850006,425.01001,431.420013,431.420013,2231100,AMZN
100,2015-05-28,429.709991,431.350006,425.470001,426.570007,426.570007,1912400,AMZN
101,2015-05-29,427.230011,432.5,427.230011,429.230011,429.230011,3016100,AMZN
102,2015-06-01,430.399994,433.160004,426.200012,430.920013,430.920013,2253300,AMZN
103,2015-06-02,430.070007,433.230011,426.25,430.98999,430.98999,1668900,AMZN
104,2015-06-03,434.399994,438.390015,432.75,436.589996,436.589996,2727900,AMZN
105,2015-06-04,434.399994,436.76001,429.26001,430.779999,430.779999,2510800,AMZN
106,2015-06-05,429.660004,430.799988,426.5,426.950012,426.950012,1907900,AMZN
107,2015-06-08,425.619995,426.799988,421.429993,423.5,423.5,2172500,AMZN
108,2015-06-09,422.959991,427.48999,419.140015,425.480011,425.480011,2288700,AMZN
109,2015-06-10,426.459991,432.200012,425.660004,430.769989,430.769989,2172300,AMZN
110,2015-06-11,432.290009,438.890015,431.470001,432.970001,432.970001,2922500,AMZN
111,2015-06-12,431.25,432.359985,428.26001,429.920013,429.920013,2054400,AMZN
112,2015-06-15,427.660004,428.049988,422.640015,423.670013,423.670013,2051000,AMZN
113,2015-06-16,424.149994,427.970001,422.670013,427.26001,427.26001,2296400,AMZN
114,2015-06-17,428.359985,431.350006,424.75,427.809998,427.809998,2185900,AMZN
